□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다.,,,,,,,,,,,,,,
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다.",,,,,,,,,,,,,,
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)",,,,,,,,,,,,,,
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다.",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다.,,,,,,,,,,,,,,
□ 검색조건,,,,,,,,,,,,,,
계약일자 : 20190301 ~ 20190331,,,,,,,,,,,,,,
실거래구분 : 아파트(매매),,,,,,,,,,,,,,
주소구분 : 도로명주소,,,,,,,,,,,,,,
시도 : 전체,,,,,,,,,,,,,,
시군구 : 전체,,,,,,,,,,,,,,
도로명 : 전체,,,,,,,,,,,,,,
면적 : 전체,,,,,,,,,,,,,,
금액선택 : 전체,,,,,,,,,,,,,,
시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201903,20,"9,900",15,1995,하평3길 37,,-,-
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201903,21,"10,400",4,1995,하평3길 37,,-,-
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,201903,28,"10,300",8,1995,하평3길 37,,-,-
강원도 강릉시 포남동,1293-2,1293,2,청송,84.42,201903,9,"19,200",10,1994,하평길 41,,-,-
강원도 강릉시 포남동,1293-2,1293,2,청송,84.42,201903,12,"17,400",10,1994,하평길 41,,-,-
강원도 강릉시 포남동,1293-2,1293,2,청송,84.42,201903,20,"17,800",12,1994,하평길 41,,-,-
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.98,201903,22,"6,500",4,1981,보래미상길 65,,-,-
강원도 강릉시 포남동,1065,1065,0,포남1주공,41.99,201903,29,"6,000",2,1981,보래미상길 65,,-,-
강원도 강릉시 포남동,1200,1200,0,포남2주공,39.3,201903,2,"7,100",1,1989,산양큰길 37,,-,-
강원도 강릉시 포남동,1200,1200,0,포남2주공,39.3,201903,2,"7,400",3,1989,산양큰길 37,,-,-
강원도 강릉시 포남동,1200,1200,0,포남2주공,39.69,201903,16,"7,100",3,1989,산양큰길 37,,-,-
강원도 강릉시 포남동,1200,1200,0,포남2주공,39.3,201903,19,"6,950",3,1989,산양큰길 37,,-,-
강원도 강릉시 포남동,1200,1200,0,포남2주공,47.01,201903,22,"7,600",5,1989,산양큰길 37,,-,-
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,127.802,201903,22,"29,600",10,2007,토성로 39,,-,-
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9914,201903,29,"33,000",15,2016,선수촌로 55,,-,-
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9871,201903,30,"32,300",3,2016,선수촌로 55,,-,-
강원도 강릉시 홍제동,122,122,0,우산,50.445,201903,12,"8,400",6,1997,토성로 51,,-,-
강원도 강릉시 홍제동,1055,1055,0,홍제한신휴플러스,59.96,201903,2,"19,000",4,2015,토성로 56,,-,-
강원도 강릉시 홍제동,1055,1055,0,홍제한신휴플러스,59.78,201903,13,"22,500",16,2015,토성로 56,,-,-
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,59.928,201903,4,"17,000",15,2017,회산로 344,,-,-
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,59.928,201903,13,"17,000",8,2017,회산로 344,,-,-
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,59.928,201903,30,"17,300",4,2017,회산로 344,,-,-
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,74.9974,201903,13,"21,600",2,2018,회산로383번길 37,,-,-
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,74.9974,201903,26,"21,246",10,2018,회산로383번길 37,,-,-
강원도 고성군 간성읍 상리,483-1,483,1,간성대명,59.4,201903,8,"8,250",11,1998,수성로 126-5,,-,-
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,201903,4,"6,500",15,1998,남천마루2길 6,,-,-
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,84.92,201903,5,"14,400",10,1998,남천마루2길 6,,-,-
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,201903,8,"11,200",14,1998,남천마루2길 6,,-,-
강원도 고성군 거진읍 거진리,428-5,428,5,동진,49.44,201903,2,"5,350",3,1989,거탄진로 21,,-,-
강원도 고성군 거진읍 거진리,428-5,428,5,동진,58.26,201903,20,"3,150",1,1989,거탄진로 21,,-,-
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,70.64,201903,6,"23,000",9,2006,해오름해변길 70,,-,-
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,37.65,201903,22,"10,500",5,2006,아야진해변길 1,,-,-
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,37.65,201903,27,"11,000",13,2006,아야진해변길 1,,-,-
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,37.65,201903,29,"11,000",12,2006,아야진해변길 1,,-,-
강원도 동해시 동회동,442,442,0,"대동1,2차",73.4675,201903,2,"10,000",14,1995,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,"대동1,2차",45,201903,5,"5,950",4,1995,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,"대동1,2차",59.97,201903,20,"6,500",20,1995,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,"대동1,2차",73.4675,201903,21,"10,700",14,1995,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,대동3차,59.3575,201903,25,"9,000",14,1996,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,대동3차,59.3575,201903,25,"8,800",10,1996,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,북삼코아루,134.98,201903,8,"23,500",2,2007,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,북삼코아루,84.98,201903,10,"18,350",1,2007,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,북삼코아루,84.98,201903,15,"21,500",19,2007,청운1길 29,,-,-
강원도 동해시 동회동,442,442,0,북삼코아루,84.98,201903,25,"20,300",7,2007,청운1길 29,,-,-
강원도 동해시 동회동,451,451,0,북삼하우스디아파트,84.9625,201903,5,"23,800",3,2018,효자남길 33-20,,-,-
강원도 동해시 동회동,442,442,0,현대4차,73.4675,201903,18,"11,000",4,1998,청운1길 29,,-,-
강원도 동해시 발한동,233-67,233,67,강경,57.52,201903,27,"5,800",4,1991,지리골길 36,,-,-
강원도 동해시 발한동,188,188,0,대창,59.956,201903,9,"5,300",6,1999,향로3길 43,,-,-
강원도 동해시 발한동,802,802,0,동해KD아람채,84.9369,201903,19,"20,440",1,2019,지리골길 33,,-,-
강원도 동해시 발한동,802,802,0,동해KD아람채,70.8766,201903,19,"18,000",8,2019,지리골길 33,,-,-
강원도 동해시 발한동,802,802,0,동해KD아람채,84.9369,201903,23,"22,000",12,2019,지리골길 33,,-,-
강원도 동해시 발한동,334-1,334,1,삼성,60,201903,19,"8,000",3,1996,해안로 605,,-,-
강원도 동해시 발한동,125-2,125,2,성남,51.75,201903,25,"3,500",2,1986,붉은언덕길 6,,-,-
강원도 동해시 발한동,801,801,0,현대비에스앤씨현대썬앤빌동해파크힐,59.8993,201903,7,"17,000",10,2018,지리골길 31,,-,-
강원도 동해시 발한동,801,801,0,현대비에스앤씨현대썬앤빌동해파크힐,59.8993,201903,11,"17,217",4,2018,지리골길 31,,-,-
강원도 동해시 발한동,801,801,0,현대비에스앤씨현대썬앤빌동해파크힐,59.8993,201903,22,"17,470",8,2018,지리골길 31,,-,-
강원도 동해시 부곡동,Jan-73,73,1,동해,63.87,201903,25,"4,600",1,1981,가마골길 42-10,,-,-
강원도 동해시 부곡동,112,112,0,삼정(다라),44.52,201903,12,"3,350",1,1986,부곡3길 22,,-,-
강원도 동해시 북평동,151-5,151,5,북평주공2차,39.3,201903,22,"4,700",2,1989,전천로 270,,-,-
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201903,5,"9,000",8,2012,효자로 572-1,,-,-
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201903,5,"8,000",4,2012,효자로 572-1,,-,-
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,49.95,201903,5,"7,300",15,2012,효자로 572-1,,-,-
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,201903,7,"7,900",3,2012,효자로 572-1,,-,-
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,201903,20,"6,000",5,2012,효자로 572-1,,-,-
강원도 동해시 용정동,260-2,260,2,범주성지,46.29,201903,2,"5,000",6,1996,초원2길 5,,-,-
강원도 동해시 용정동,250-1,250,1,승우,59.96,201903,4,"5,500",4,1993,봉오동길 22,,-,-
강원도 동해시 용정동,250-1,250,1,승우,59.96,201903,11,"4,500",6,1993,봉오동길 22,,-,-
강원도 동해시 이도동,751,751,0,동해아이파크,75.92,201903,1,"20,900",9,2018,배골길 32-4,,-,-
강원도 동해시 이도동,751,751,0,동해아이파크,75.92,201903,2,"22,100",9,2018,배골길 32-4,,-,-
강원도 동해시 이도동,751,751,0,동해아이파크,84.98,201903,13,"25,000",14,2018,배골길 32-4,,-,-
강원도 동해시 이도동,155,155,0,이도1주공,49.62,201903,16,"6,500",10,1999,이원길 180-2,,-,-
강원도 동해시 이도동,155,155,0,이도1주공,49.62,201903,28,"6,300",9,1999,이원길 180-2,,-,-
강원도 동해시 이도동,172,172,0,현대,59.97,201903,19,"7,850",12,1996,이원길 180,,-,-
강원도 동해시 이로동,433-31,433,31,동해규수방,45.94,201903,12,"4,600",5,2007,월평로 49,,-,-
강원도 동해시 이로동,433-31,433,31,동해규수방,45.94,201903,13,"2,000",5,2007,월평로 49,,-,-
강원도 동해시 이로동,433-31,433,31,동해규수방,45.94,201903,15,"3,000",3,2007,월평로 49,,-,-
강원도 동해시 천곡동,Feb-91,91,2,롯데,59.88,201903,15,"8,300",4,1996,감추7길 22-11,,-,-
강원도 동해시 천곡동,1077,1077,0,삼성,73.83,201903,14,"12,900",4,1991,대학로 31,,-,-
강원도 동해시 천곡동,1077,1077,0,삼성,84.98,201903,30,"12,000",11,1991,대학로 31,,-,-
강원도 동해시 천곡동,306,306,0,천곡주공3차,59.3,201903,27,"9,500",1,1985,동굴로 61-19,,-,-
강원도 동해시 천곡동,415,415,0,천곡주공4차,46.68,201903,5,"5,950",1,1989,샘실1길 5,,-,-
강원도 동해시 천곡동,415,415,0,천곡주공4차,46.98,201903,18,"5,700",1,1989,샘실1길 5,,-,-
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,201903,25,"5,400",2,1989,샘실1길 5,,-,-
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,201903,29,"6,400",1,1989,샘실1길 5,,-,-
강원도 동해시 천곡동,794,794,0,한양2차,84.855,201903,30,"11,550",4,1991,천곡로 15,,-,-
강원도 동해시 천곡동,1103,1103,0,한양수자인,71.757,201903,26,"19,000",12,2016,평릉1길 37-1,,-,-
강원도 동해시 천곡동,380-2,380,2,현대1차,71.355,201903,13,"13,500",12,1992,한섬로 8,,-,-
강원도 동해시 천곡동,380-2,380,2,현대1차,84.945,201903,18,"11,000",7,1992,한섬로 8,,-,-
강원도 동해시 천곡동,380-2,380,2,현대1차,84.945,201903,22,"10,500",13,1992,한섬로 8,,-,-
강원도 동해시 천곡동,380-2,380,2,현대1차,71.355,201903,30,"8,300",13,1992,한섬로 8,,-,-
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9844,201903,1,"13,900",8,2010,평원로 115,,-,-
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9844,201903,9,"14,000",6,2010,평원로 115,,-,-
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9844,201903,12,"14,100",7,2010,평원로 115,,-,-
강원도 동해시 평릉동,449,449,0,동해하나리움,59.4026,201903,22,"13,000",5,2010,평원로 115,,-,-
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9844,201903,22,"14,300",1,2010,평원로 115,,-,-
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9844,201903,29,"13,900",1,2010,평원로 115,,-,-
강원도 동해시 효가동,362-34,362,34,유존양지,55.05,201903,26,"2,800",5,1992,양지1길 21,,-,-
강원도 삼척시 건지동,176,176,0,코아루플러스,84.774,201903,7,"19,360",15,2015,엑스포로 173,,-,-
강원도 삼척시 교동,793,793,0,e편한세상삼척교동,74.8038,201903,14,"22,070",23,2018,하실길 72,,-,-
강원도 삼척시 교동,793,793,0,e편한세상삼척교동,59.8769,201903,16,"18,200",32,2018,하실길 72,,-,-
강원도 삼척시 교동,130-2,130,2,강부2,49.815,201903,27,"5,350",12,1993,동해대로 4122-27,,-,-
강원도 삼척시 교동,788,788,0,교동지웰,72.3141,201903,4,"21,100",11,2018,동해대로 4183,,-,-
강원도 삼척시 교동,788,788,0,교동지웰,84.869,201903,19,"22,900",10,2018,동해대로 4183,,-,-
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,201903,15,"7,500",1,2003,정상로 81,,-,-
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,201903,15,"8,100",12,2003,정상로 81,,-,-
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,201903,27,"7,900",2,2003,정상로 81,,-,-
강원도 삼척시 교동,733-1,733,1,교동코아루,60,201903,5,"8,900",9,2005,교동로 133,,-,-
강원도 삼척시 교동,733-1,733,1,교동코아루,84.929,201903,6,"17,500",11,2005,교동로 133,,-,-
강원도 삼척시 교동,733-1,733,1,교동코아루,60,201903,7,"8,400",14,2005,교동로 133,,-,-
강원도 삼척시 교동,733-1,733,1,교동코아루,60,201903,25,"8,400",15,2005,교동로 133,,-,-
강원도 삼척시 교동,501-5,501,5,동부,59.83,201903,11,"8,500",10,1996,동해대로 4273,,-,-
강원도 삼척시 교동,501-5,501,5,동부,84.915,201903,27,"12,300",12,1996,동해대로 4273,,-,-
강원도 삼척시 교동,745-1,745,1,신동아,59.895,201903,11,"8,800",15,1998,정상로 90,,-,-
강원도 삼척시 교동,745-1,745,1,신동아,59.895,201903,12,"9,000",1,1998,정상로 90,,-,-
강원도 삼척시 교동,781,781,0,코아루타워,96.49,201903,7,"27,300",16,2014,교동로 97,,-,-
강원도 삼척시 교동,781,781,0,코아루타워,59.82,201903,8,"14,700",5,2014,교동로 97,,-,-
강원도 삼척시 교동,781,781,0,코아루타워,96.15,201903,18,"25,500",13,2014,교동로 97,,-,-
강원도 삼척시 교동,781,781,0,코아루타워,84.92,201903,20,"22,000",24,2014,교동로 97,,-,-
강원도 삼척시 교동,781,781,0,코아루타워,84.92,201903,27,"23,000",8,2014,교동로 97,,-,-
강원도 삼척시 교동,555,555,0,현대,84.915,201903,9,"10,600",1,1997,봉황로 147,,-,-
강원도 삼척시 근덕면 교가리,378-1,378,1,행남,59.85,201903,28,"5,600",4,1995,교가2길 19,,-,-
강원도 삼척시 남양동,05-06,5,6,강부맨션,64.25,201903,18,"6,500",7,1991,봉황로 91-36,,-,-
강원도 삼척시 남양동,338,338,0,동화3차,59.34,201903,12,"8,800",9,1994,남양길 14-17,,-,-
강원도 삼척시 남양동,338,338,0,동화3차,84.9,201903,13,"12,000",9,1994,남양길 14-17,,-,-
강원도 삼척시 남양동,338,338,0,동화3차,84.9,201903,29,"11,500",3,1994,남양길 14-17,,-,-
강원도 삼척시 남양동,348-3,348,3,백조임대(348-3),49.3,201903,15,"3,000",3,1988,남양길 63-24,,-,-
강원도 삼척시 남양동,348-3,348,3,백조임대(348-3),57.39,201903,18,"4,500",3,1988,남양길 63-24,,-,-
강원도 삼척시 남양동,May-93,93,5,용비타워,115.8,201903,17,"15,200",7,1995,중앙로 185,,-,-
강원도 삼척시 도계읍 전두리,147-3,147,3,태진,46.25,201903,11,"2,200",3,1989,강원남부로 1385-48,,-,-
강원도 삼척시 원당동,173,173,0,삼척원당장기임대,46.98,201903,11,"3,800",5,1992,원당로2길 20,,-,-
강원도 삼척시 원당동,122-3,122,3,원당현대,84.937,201903,5,"11,000",11,1998,오십천로 301-30,,-,-
강원도 삼척시 원당동,122-3,122,3,원당현대,84.937,201903,19,"11,500",12,1998,오십천로 301-30,,-,-
강원도 삼척시 원당동,117,117,0,한양,84.54,201903,14,"8,500",4,1991,오십천로 295-7,,-,-
강원도 삼척시 원당동,117,117,0,한양,84.54,201903,14,"7,500",11,1991,오십천로 295-7,,-,-
강원도 삼척시 원당동,117,117,0,한양,84.54,201903,22,"8,000",2,1991,오십천로 295-7,,-,-
강원도 삼척시 원덕읍 임원리,367,367,0,하이빌,84.78,201903,21,"11,870",4,2008,삼척로 1207,,-,-
강원도 삼척시 정상동,356-2,356,2,강부3차,58.71,201903,5,"4,900",1,1995,동해대로 4122-20,,-,-
강원도 삼척시 정상동,356-2,356,2,강부3차,27.36,201903,21,"3,200",3,1995,동해대로 4122-20,,-,-
강원도 삼척시 정상동,356-2,356,2,강부3차,27.36,201903,21,"3,200",9,1995,동해대로 4122-20,,-,-
강원도 삼척시 정상동,356-2,356,2,강부3차,27.36,201903,21,"3,450",11,1995,동해대로 4122-20,,-,-
강원도 삼척시 정상동,356-2,356,2,강부3차,58.71,201903,26,"6,200",4,1995,동해대로 4122-20,,-,-
강원도 삼척시 정상동,475,475,0,경림한아름,84.686,201903,22,"16,500",11,2003,정상로 23,,-,-
강원도 삼척시 정상동,457-3,457,3,석미,39.87,201903,1,"5,000",13,1998,청석로 78,,-,-
강원도 삼척시 정상동,457-3,457,3,석미,39.87,201903,8,"5,500",7,1998,청석로 78,,-,-
강원도 삼척시 정상동,457-3,457,3,석미,39.87,201903,26,"5,350",1,1998,청석로 78,,-,-
강원도 삼척시 정상동,454,454,0,정상주공,32.43,201903,1,"2,400",4,1988,척주로 128,,-,-
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,201903,26,"7,200",11,2002,청석로 64,,-,-
강원도 삼척시 정상동,473,473,0,현진에버빌,64.564,201903,14,"13,900",6,2005,정상로 35,,-,-
강원도 삼척시 정상동,473,473,0,현진에버빌,84.957,201903,14,"19,700",4,2005,정상로 35,,-,-
강원도 삼척시 정상동,473,473,0,현진에버빌,64.564,201903,22,"15,700",1,2005,정상로 35,,-,-
강원도 삼척시 정상동,473,473,0,현진에버빌,64.564,201903,26,"13,700",12,2005,정상로 35,,-,-
강원도 속초시 교동,781-12,781,12,계명,30.21,201903,14,"5,100",4,1996,미시령로 3373-7,,-,-
강원도 속초시 교동,904-1,904,1,근로자(개나리),49.94,201903,13,"5,500",1,1991,만천4길 46,,-,-
강원도 속초시 교동,904-1,904,1,근로자(개나리),49.94,201903,16,"5,900",3,1991,만천4길 46,,-,-
강원도 속초시 교동,1029,1029,0,남광하우스토리,84.998,201903,15,"20,500",1,2011,동해대로 4284,,-,-
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,201903,6,"9,000",3,2000,미시령로3337번길 7,,-,-
강원도 속초시 교동,783,783,0,대명늘푸른,59.9584,201903,21,"10,000",13,2000,미시령로3337번길 7,,-,-
강원도 속초시 교동,781-1,781,1,동부,60,201903,1,"10,900",14,1997,미시령로3359번길 15,,-,-
강원도 속초시 교동,781-1,781,1,동부,60,201903,4,"9,500",4,1997,미시령로3359번길 15,,-,-
강원도 속초시 교동,781-1,781,1,동부,84.96,201903,8,"14,000",12,1997,미시령로3359번길 15,,-,-
강원도 속초시 교동,781-1,781,1,동부,84.96,201903,11,"11,500",2,1997,미시령로3359번길 15,,-,-
강원도 속초시 교동,781-1,781,1,동부,60,201903,19,"10,000",3,1997,미시령로3359번길 15,,-,-
강원도 속초시 교동,781-1,781,1,동부,84.96,201903,22,"14,300",14,1997,미시령로3359번길 15,,-,-
강원도 속초시 교동,781-1,781,1,동부,126.652,201903,25,"18,500",13,1997,미시령로3359번길 15,,-,-
강원도 속초시 교동,620-13,620,13,럭키설악2,110.262,201903,6,"12,100",3,1992,미시령로 3409,,-,-
강원도 속초시 교동,620-13,620,13,럭키설악2,84.991,201903,18,"13,800",9,1992,미시령로 3409,,-,-
강원도 속초시 교동,620-13,620,13,럭키설악2,84.991,201903,21,"14,000",15,1992,미시령로 3409,,-,-
강원도 속초시 교동,620-13,620,13,럭키설악2,84.991,201903,21,"12,500",13,1992,미시령로 3409,,-,-
강원도 속초시 교동,620-13,620,13,럭키설악2,84.991,201903,25,"13,000",10,1992,미시령로 3409,,-,-
강원도 속초시 교동,800-68,800,68,로얄2,36.78,201903,5,"5,100",4,1987,만리공원길 16,,-,-
강원도 속초시 교동,767-36,767,36,로얄골든,58.86,201903,9,"5,700",1,1989,만천4길 27,,-,-
강원도 속초시 교동,904-6,904,6,로얄나하나1차,56.64,201903,27,"7,800",9,1993,만천1길 43,,-,-
강원도 속초시 교동,1027,1027,0,명지미래힐,84.9295,201903,29,"21,000",9,2006,미시령로3337번길 20,,-,-
강원도 속초시 교동,923,923,0,삼환,54.58,201903,5,"8,750",10,1994,밤골3길 39,,-,-
강원도 속초시 교동,984,984,0,석미모닝파크,73.1,201903,8,"17,000",10,2005,수복로 12,,-,-
강원도 속초시 교동,984,984,0,석미모닝파크,73.1,201903,13,"17,000",6,2005,수복로 12,,-,-
강원도 속초시 교동,984,984,0,석미모닝파크,73.1,201903,20,"17,800",3,2005,수복로 12,,-,-
강원도 속초시 교동,619-33,619,33,설악현대,71.137,201903,25,"12,000",8,1992,미시령로3389번길 10,,-,-
강원도 속초시 교동,619-33,619,33,설악현대,63.405,201903,29,"10,000",11,1992,미시령로3389번길 10,,-,-
강원도 속초시 교동,1030,1030,0,속초교동시티프라디움,84.3403,201903,22,"26,800",5,2018,미시령로 3307,,-,-
강원도 속초시 교동,627-135,627,135,속초대명1(대명타워),59.78,201903,15,"7,400",1,1991,교동로7길 36,,-,-
강원도 속초시 교동,627-135,627,135,속초대명1(대명타워),59.78,201903,15,"9,000",1,1991,교동로7길 36,,-,-
강원도 속초시 교동,781-42,781,42,옥토,59.64,201903,28,"11,500",7,1997,미시령로 3373-4,,-,-
강원도 속초시 교동,618-10,618,10,현대1,84.99,201903,1,"12,900",1,1991,미시령로3359번길 9,,-,-
강원도 속초시 교동,781-6,781,6,현대2,73.32,201903,19,"9,500",11,1992,미시령로3359번길 4,,-,-
강원도 속초시 교동,781-6,781,6,현대2,84.96,201903,27,"13,800",6,1992,미시령로3359번길 4,,-,-
강원도 속초시 금호동,629,629,0,보람레이크더하임,156.76,201903,11,"32,000",9,2008,영랑호반길 115-13,,-,-
강원도 속초시 금호동,629,629,0,보람레이크더하임,156.76,201903,13,"35,000",6,2008,영랑호반길 115-13,,-,-
강원도 속초시 금호동,629,629,0,보람레이크더하임,156.76,201903,18,"36,700",7,2008,영랑호반길 115-13,,-,-
강원도 속초시 금호동,630,630,0,생모리츠,84.9925,201903,4,"22,900",13,2011,수복로 174,,-,-
강원도 속초시 금호동,627,627,0,속초e-편한세상,84.975,201903,2,"24,000",15,2006,미시령로 3439,,-,-
강원도 속초시 동명동,512,512,0,대명영랑호,59.93,201903,9,"9,300",4,1997,영랑호반길 103,,-,-
강원도 속초시 동명동,595-2,595,2,레이크뷰,128.19,201903,4,"23,000",2,2015,번영로105번길 77,,-,-
강원도 속초시 영랑동,157,157,0,양우비치타워맨션,59.985,201903,6,"10,500",12,1990,영랑로4길 10,,-,-
강원도 속초시 영랑동,157,157,0,양우비치타워맨션,84.495,201903,7,"11,000",7,1990,영랑로4길 10,,-,-
강원도 속초시 장사동,650,650,0,속초대희지센트,84.8714,201903,14,"34,000",4,2013,사진길 34,,-,-
강원도 속초시 장사동,650,650,0,속초대희지센트,84.8714,201903,24,"16,900",1,2013,사진길 34,,-,-
강원도 속초시 조양동,579,579,0,대명타워,59.93,201903,11,"10,800",15,1996,청대로232번길 15-19,,-,-
강원도 속초시 조양동,1540,1540,0,부영1(동광),84.76,201903,8,"14,000",5,1998,조양로142번길 12,,-,-
강원도 속초시 조양동,1540-1,1540,1,부영2,49.92,201903,4,"8,000",3,1998,조양로142번길 6,,-,-
강원도 속초시 조양동,1540-1,1540,1,부영2,49.92,201903,7,"8,200",15,1998,조양로142번길 6,,-,-
강원도 속초시 조양동,1540-1,1540,1,부영2,49.92,201903,22,"11,000",1,1998,조양로142번길 6,,-,-
강원도 속초시 조양동,1499,1499,0,부영3,133.835,201903,8,"22,000",11,1996,소평로 162,,-,-
강원도 속초시 조양동,1499,1499,0,부영3,59.905,201903,12,"10,700",14,1996,소평로 162,,-,-
강원도 속초시 조양동,1499,1499,0,부영3,59.905,201903,13,"12,500",6,1996,소평로 162,,-,-
강원도 속초시 조양동,1499,1499,0,부영3,59.905,201903,19,"11,000",14,1996,소평로 162,,-,-
강원도 속초시 조양동,1499,1499,0,부영3,59.905,201903,25,"10,000",15,1996,소평로 162,,-,-
강원도 속초시 조양동,1501,1501,0,부영5,50,201903,18,"8,100",13,1995,청대로204번길 40,,-,-
강원도 속초시 조양동,1501,1501,0,부영5,50,201903,20,"7,350",1,1995,청대로204번길 40,,-,-
강원도 속초시 조양동,1501,1501,0,부영5,50,201903,25,"8,500",14,1995,청대로204번길 40,,-,-
강원도 속초시 조양동,1502,1502,0,부영6,50,201903,21,"7,700",4,1995,조양로 163,,-,-
강원도 속초시 조양동,1502,1502,0,부영6,50,201903,25,"7,900",11,1995,조양로 163,,-,-
강원도 속초시 조양동,1502,1502,0,부영6,50,201903,28,"9,000",4,1995,조양로 163,,-,-
강원도 속초시 조양동,1505,1505,0,부영9,60,201903,7,"9,400",2,1995,조양로142번길 13,,-,-
강원도 속초시 조양동,1505,1505,0,부영9,50,201903,15,"8,500",9,1995,조양로142번길 13,,-,-
강원도 속초시 조양동,1505,1505,0,부영9,50,201903,24,"8,500",7,1995,조양로142번길 13,,-,-
강원도 속초시 조양동,1505,1505,0,부영9,50,201903,29,"8,300",2,1995,조양로142번길 13,,-,-
강원도 속초시 조양동,1294-23,1294,23,성호,59.76,201903,7,"10,000",11,2001,청대로 8,,-,-
강원도 속초시 조양동,1294-23,1294,23,성호,49.65,201903,13,"8,500",16,2001,청대로 22-7,,-,-
강원도 속초시 조양동,1294-23,1294,23,성호,49.65,201903,13,"8,350",8,2001,청대로 22-7,,-,-
